"PT","AU","BA","BE","GP","AF","BF","CA","TI","SO","SE","BS","LA","DT","CT","CY","CL","SP","HO","DE","ID","AB","C1","C3","RP","EM","RI","OI","FU","FP","FX","CR","NR","TC","Z9","U1","U2","PU","PI","PA","SN","EI","BN","J9","JI","PD","PY","VL","IS","PN","SU","SI","MA","BP","EP","AR","DI","DL","D2","EA","PG","WC","WE","SC","GA","PM","OA","HC","HP","DA","UT"
"J","SCHULLER, L; LAURENTIU, MB; SCHULLER, L; LAZAR, L; KISS, M; IONESCU, A; SCHULLER, MS; MOLNAR, V; BERGER, B",NA,NA,NA,"SCHULLER, L; LAURENTIU, MB; SCHULLER, L; LAZAR, L; KISS, M; IONESCU, A; SCHULLER, MS; MOLNAR, V; BERGER, B",NA,NA,"CONSIDERATIONS REGARDING A RARE CONGENITAL-MALFORMATION (CYCLOPIA)","ACTA MORPHOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE",NA,NA,NA,"Meeting Abstract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"28","1-2",NA,NA,NA,NA,"223","223",NA,NA,NA,NA,NA,NA,"Anatomy & Morphology",NA,"Anatomy & Morphology",NA,NA,NA,NA,NA,NA,NA
"J","BELU, A; DEVENYI, A; MANAILA, R; MIU, L; RUSU, C; BARNA, A; BARNA, PB; RADNOCZI, G; TOTH, L",NA,NA,NA,"BELU, A; DEVENYI, A; MANAILA, R; MIU, L; RUSU, C; BARNA, A; BARNA, PB; RADNOCZI, G; TOTH, L",NA,NA,"STRUCTURE AND ELECTRICAL-PROPERTIES OF AMORPHOUS GE-MO FILMS","ACTA PHYSICA ACADEMIAE SCIENTIARUM HUNGARICAE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"49","1-3",NA,NA,NA,NA,"207","214",NA,"10.1007/BF03158744","http://dx.doi.org/10.1007/BF03158744",NA,NA,NA,"Physics, Multidisciplinary",NA,"Physics",NA,NA,NA,NA,NA,NA,NA
"J","ABRAMOVICI, A",NA,NA,NA,"ABRAMOVICI, A",NA,NA,"FESR ANALYSIS OF BARYON REGGE EXCHANGES IN K-P-]LAMBDA-PI-DEGREES SCATTERING","ACTA PHYSICA POLONICA B",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"11","3",NA,NA,NA,NA,"201","208",NA,NA,NA,NA,NA,NA,"Physics, Multidisciplinary",NA,"Physics",NA,NA,NA,NA,NA,NA,NA
"J","CUPARENCU, B; TICSA, I; CSUTAK, V; SANDOR, V; DAM, DT",NA,NA,NA,"CUPARENCU, B; TICSA, I; CSUTAK, V; SANDOR, V; DAM, DT",NA,NA,"EFFECTS OF INTRAVENOUS-INFUSION OF CACL2 ON THE FIBRILLATION THRESHOLDS IN RABBITS","ACTA PHYSIOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"55","1",NA,NA,NA,NA,"81","86",NA,NA,NA,NA,NA,NA,"Physiology",NA,"Physiology",NA,NA,NA,NA,NA,NA,NA
"J","GHEORGHIU, E",NA,NA,NA,"GHEORGHIU, E",NA,NA,"A POTENTIAL INDICATOR FOR DETECTION OF VIRUS AND MYCOPLASMA THAT INFECT FRUIT-TREES","ACTA PHYTOPATHOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"15","1-4",NA,NA,NA,NA,"175","181",NA,NA,NA,NA,NA,NA,"Plant Sciences",NA,"Plant Sciences",NA,NA,NA,NA,NA,NA,NA
"J","MINOIU, N; ISAC, M; PATTANTYUS, K; STIRBAN, M; CRACIUN, C; STRAULEA, M",NA,NA,NA,"MINOIU, N; ISAC, M; PATTANTYUS, K; STIRBAN, M; CRACIUN, C; STRAULEA, M",NA,NA,"EXPERIMENTAL RESULTS CONCERNING THE APPLE RUBBERY WOOD MYCOPLASMA IN ROMANIA","ACTA PHYTOPATHOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"15","1-4",NA,NA,NA,NA,"267","271",NA,NA,NA,NA,NA,NA,"Plant Sciences",NA,"Plant Sciences",NA,NA,NA,NA,NA,NA,NA
"J","VALUSESCU, I",NA,NA,NA,"VALUSESCU, I",NA,NA,"THE MAXIMAL-FUNCTION OF A CONTRACTION","ACTA SCIENTIARUM MATHEMATICARUM",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"42","1-2",NA,NA,NA,NA,"183","188",NA,NA,NA,NA,NA,NA,"Mathematics",NA,"Mathematics",NA,NA,NA,NA,NA,NA,NA
"J","VOICULESCU, D",NA,NA,NA,"VOICULESCU, D",NA,NA,"A NOTE ON QUASITRIANGULARITY AND TRACE-CLASS SELFCOMMUTATORS","ACTA SCIENTIARUM MATHEMATICARUM",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"42","1-2",NA,NA,NA,NA,"195","199",NA,NA,NA,NA,NA,NA,"Mathematics",NA,"Mathematics",NA,NA,NA,NA,NA,NA,NA
"J","TEODORESCU, RI",NA,NA,NA,"TEODORESCU, RI",NA,NA,"REGULAR FACTORIZATIONS AND INVARIANT SUBSPACES","ACTA SCIENTIARUM MATHEMATICARUM",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"42","3-4",NA,NA,NA,NA,"325","330",NA,NA,NA,NA,NA,NA,"Mathematics",NA,"Mathematics",NA,NA,NA,NA,NA,NA,NA
"J","SORODOC, I; ADERCA, I; CAJAL, N; DUMITRESCU, SM; CONSTANTINESCU, O; CERNESCU, C",NA,NA,NA,"SORODOC, I; ADERCA, I; CAJAL, N; DUMITRESCU, SM; CONSTANTINESCU, O; CERNESCU, C",NA,NA,"PECULIARITIES OF THE VIRUS-HOST CELL RELATIONSHIP IN A CALF KIDNEY-CELL LINE PERSISTENTLY INFECTED WITH MEASLES-VIRUS","ACTA VIROLOGICA",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"24","4",NA,NA,NA,NA,"253","&",NA,NA,NA,NA,NA,NA,"Virology",NA,"Virology",NA,NA,NA,NA,NA,NA,NA
"J","DEREVENCO, P; BACIU, I",NA,NA,NA,"DEREVENCO, P; BACIU, I",NA,NA,"CONTRIBUTIONS TO THE STUDY OF STRESS","ACTIVITAS NERVOSA SUPERIOR",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"22","1",NA,NA,NA,NA,"46","54",NA,NA,NA,NA,NA,NA,"Clinical Neurology; Neurosciences",NA,"Neurosciences & Neurology",NA,NA,NA,NA,NA,NA,NA
"J","SAFTA, L; CUPARENCU, B; PALATKA, I; CORPODEAN, C; PAPILIAN, VV",NA,NA,NA,"SAFTA, L; CUPARENCU, B; PALATKA, I; CORPODEAN, C; PAPILIAN, VV",NA,NA,"EFFECT OF DIPHENYLHYDANTOIN AND PROPRANOLOL ON SOME CENTROGENIC ARRHYTHMIAS IN RATS","AGRESSOLOGIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"21","2",NA,NA,NA,NA,"101","104",NA,NA,NA,NA,NA,NA,"Psychology, Clinical; Pharmacology & Pharmacy; Physiology; Psychiatry; Psychology",NA,"Psychology; Pharmacology & Pharmacy; Physiology; Psychiatry",NA,NA,NA,NA,NA,NA,NA
"J","RESTIAN, A",NA,NA,NA,"RESTIAN, A",NA,NA,"FROM MOLECULAR PATHOLOGY TO INFORMATIONAL PATHOLOGY","AGRESSOLOGIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"21","3",NA,NA,NA,NA,"131","141",NA,NA,NA,NA,NA,NA,"Psychology, Clinical; Pharmacology & Pharmacy; Physiology; Psychiatry; Psychology",NA,"Psychology; Pharmacology & Pharmacy; Physiology; Psychiatry",NA,NA,NA,NA,NA,NA,NA
"J","ISPAS, M; SANDOR, V; CUPARENCU, B",NA,NA,NA,"ISPAS, M; SANDOR, V; CUPARENCU, B",NA,NA,"EFFECTS OF PROPRANOLOL ON CARDIAC-ARRHYTHMIAS INDUCED BY THE INTRACEREBROVENTRICULAR ADMINISTRATION OF K-STROPHANTIN IN RATS","AGRESSOLOGIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"21","4",NA,NA,NA,NA,"199","205",NA,NA,NA,NA,NA,NA,"Psychology, Clinical; Pharmacology & Pharmacy; Physiology; Psychiatry; Psychology",NA,"Psychology; Pharmacology & Pharmacy; Physiology; Psychiatry",NA,NA,NA,NA,NA,NA,NA
"J","TUCMEANU, OM; SAFTA, L; CUPARENCU, B; HORAK, J; SANDOR, V",NA,NA,NA,"TUCMEANU, OM; SAFTA, L; CUPARENCU, B; HORAK, J; SANDOR, V",NA,NA,"EFFECTS OF OXYTOCIN AND VASOPRESSIN IN SOME CENTROGENIC CARDIAC-ARRHYTHMIAS IN RATS","AGRESSOLOGIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"21","4",NA,NA,NA,NA,"207","214",NA,NA,NA,NA,NA,NA,"Psychology, Clinical; Pharmacology & Pharmacy; Physiology; Psychiatry; Psychology",NA,"Psychology; Pharmacology & Pharmacy; Physiology; Psychiatry",NA,NA,NA,NA,NA,NA,NA
"J","URAY, Z; BAN, C; MANIU, M; BUCUR, M; CARPEN, M",NA,NA,NA,"URAY, Z; BAN, C; MANIU, M; BUCUR, M; CARPEN, M",NA,NA,"THE USEFULNESS OF LEUCOTROPHIN AS AN ADJUVANT IN ANTI-TUMOR RADIOTHERAPY","AGRESSOLOGIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"21","4",NA,NA,NA,NA,"215","218",NA,NA,NA,NA,NA,NA,"Psychology, Clinical; Pharmacology & Pharmacy; Physiology; Psychiatry; Psychology",NA,"Psychology; Pharmacology & Pharmacy; Physiology; Psychiatry",NA,NA,NA,NA,NA,NA,NA
"J","COTOI, S; INCZE, A; GEORGESCU, C; CARASCA, E",NA,NA,NA,"COTOI, S; INCZE, A; GEORGESCU, C; CARASCA, E",NA,NA,"PACING BELOW THE VENTRICULAR RATE IN TERMINATING VENTRICULAR-TACHYCARDIA AND FLUTTER","AMERICAN HEART JOURNAL",NA,NA,NA,"Letter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"100","5",NA,NA,NA,NA,"763","764",NA,"10.1016/0002-8703(80)90252-5","http://dx.doi.org/10.1016/0002-8703(80)90252-5",NA,NA,NA,"Cardiac & Cardiovascular Systems",NA,"Cardiovascular System & Cardiology",NA,NA,NA,NA,NA,NA,NA
"J","GEORGESCU, L; DIOSI, P; BUTIU, I; PLAVOSIN, L; HERZOG, G",NA,NA,NA,"GEORGESCU, L; DIOSI, P; BUTIU, I; PLAVOSIN, L; HERZOG, G",NA,NA,"CORONAVIRUSES IN BALKAN NEPHRITIS","AMERICAN HEART JOURNAL",NA,NA,NA,"Note",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"99","3",NA,NA,NA,NA,"397","398",NA,"10.1016/0002-8703(80)90355-5","http://dx.doi.org/10.1016/0002-8703(80)90355-5",NA,NA,NA,"Cardiac & Cardiovascular Systems",NA,"Cardiovascular System & Cardiology",NA,NA,NA,NA,NA,NA,NA
"J","IONESCUTIRGOVISTE, C; BIGU, M; IONESCU, C",NA,NA,NA,"IONESCUTIRGOVISTE, C; BIGU, M; IONESCU, C",NA,NA,"ACUPUNCTURE IN THE TREATMENT OF GASTRODUODENAL ULCER","AMERICAN JOURNAL OF ACUPUNCTURE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"8","1",NA,NA,NA,NA,"19","24",NA,NA,NA,NA,NA,NA,"Clinical Neurology",NA,"Neurosciences & Neurology",NA,NA,NA,NA,NA,NA,NA
"J","IONESCUTIRGOVISTE, C",NA,NA,NA,"IONESCUTIRGOVISTE, C",NA,NA,"PROPER NUTRITION IN THE CONCEPT OF TRADITIONAL CHINESE-MEDICINE","AMERICAN JOURNAL OF ACUPUNCTURE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"8","3",NA,NA,NA,NA,"205","213",NA,NA,NA,NA,NA,NA,"Clinical Neurology",NA,"Neurosciences & Neurology",NA,NA,NA,NA,NA,NA,NA
"J","RAUT, C",NA,NA,NA,"RAUT, C",NA,NA,"THE TREATMENT OF TIETZES SYNDROME BY ACUPUNCTURE","AMERICAN JOURNAL OF ACUPUNCTURE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"8","3",NA,NA,NA,NA,"237","240",NA,NA,NA,NA,NA,NA,"Clinical Neurology",NA,"Neurosciences & Neurology",NA,NA,NA,NA,NA,NA,NA
"J","FLORES, EM",NA,NA,NA,"FLORES, EM",NA,NA,"SHOOT VASCULAR SYSTEM AND PHYLLOTAXIS OF CASUARINA (CASUARINACEAE)","AMERICAN JOURNAL OF BOTANY",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"67","2",NA,NA,NA,NA,"131","140",NA,"10.2307/2442635","http://dx.doi.org/10.2307/2442635",NA,NA,NA,"Plant Sciences",NA,"Plant Sciences",NA,NA,NA,NA,NA,NA,NA
"J","TOMI, P; LITEANU, C; ANDREESCU, C; TANAKA, I; IKEGAWA, N",NA,NA,NA,"TOMI, P; LITEANU, C; ANDREESCU, C; TANAKA, I; IKEGAWA, N",NA,NA,"CHANGES IN THE SELECTIVITY OF GAS-CHROMATOGRAPHIC PROCESS AS A FUNCTION OF LIQUID-PHASE CONCENTRATION ON THE SUPPORT","ANALUSIS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"8","2",NA,NA,NA,NA,"49","55",NA,NA,NA,NA,NA,NA,"Chemistry, Analytical",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","BAIULESCU, GE",NA,NA,NA,"BAIULESCU, GE",NA,NA,"MORAL AGING OF ANALYTICAL METHODS","ANALYST",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"105","1256",NA,NA,NA,NA,"1045","1059",NA,"10.1039/an9800501045","http://dx.doi.org/10.1039/an9800501045",NA,NA,NA,"Chemistry, Analytical",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","MURESAN, L; DANSOREANU, M; ANA, A; BARA, A; BARZU, O",NA,NA,NA,"MURESAN, L; DANSOREANU, M; ANA, A; BARA, A; BARZU, O",NA,NA,"CUVETTE AND FLOW SYSTEM FOR FAST AND SENSITIVE SPECTROPHOTOMETRIC ASSAYS OF OXYGEN-CONSUMPTION","ANALYTICAL BIOCHEMISTRY",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"104","1",NA,NA,NA,NA,"44","50",NA,"10.1016/0003-2697(80)90274-2","http://dx.doi.org/10.1016/0003-2697(80)90274-2",NA,NA,NA,"Biochemical Research Methods; Biochemistry & Molecular Biology; Chemistry, Analytical",NA,"Biochemistry & Molecular Biology; Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","BOJAN, O; BOLOGA, M; NIAC, G; PALIBRODA, N; VARGHA, E; BARZU, O",NA,NA,NA,"BOJAN, O; BOLOGA, M; NIAC, G; PALIBRODA, N; VARGHA, E; BARZU, O",NA,NA,"SIMPLE ENZYMATIC PROCEDURE FOR PREPARATION OF N-15-LABELED L-GLUTAMIC ACID","ANALYTICAL BIOCHEMISTRY",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"101","1",NA,NA,NA,NA,"23","25",NA,"10.1016/0003-2697(80)90034-2","http://dx.doi.org/10.1016/0003-2697(80)90034-2",NA,NA,NA,"Biochemical Research Methods; Biochemistry & Molecular Biology; Chemistry, Analytical",NA,"Biochemistry & Molecular Biology; Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","BARZU, O; DANSOREANU, M; MUNTEANU, R; ANA, A; BARA, A",NA,NA,NA,"BARZU, O; DANSOREANU, M; MUNTEANU, R; ANA, A; BARA, A",NA,NA,"STANDARDIZED DEVICE FOR THE ASSAY OF OXYGEN-CONSUMPTION ADAPTABLE TO COMMERCIAL PHOTOMETERS","ANALYTICAL BIOCHEMISTRY",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"101","1",NA,NA,NA,NA,"138","147",NA,"10.1016/0003-2697(80)90052-4","http://dx.doi.org/10.1016/0003-2697(80)90052-4",NA,NA,NA,"Biochemical Research Methods; Biochemistry & Molecular Biology; Chemistry, Analytical",NA,"Biochemistry & Molecular Biology; Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","IONESCU, MS; COSOFRET, VV; PANAITESCU, T; COSTESCU, M",NA,NA,NA,"IONESCU, MS; COSOFRET, VV; PANAITESCU, T; COSTESCU, M",NA,NA,"DETERMINATION OF INORGANIC AND ORGANIC THIOPHOSPHATES WITH ION-SELECTIVE MEMBRANE ELECTRODES","ANALYTICAL LETTERS PART A-CHEMICAL ANALYSIS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"13","9",NA,NA,NA,NA,"715","734",NA,"10.1080/00032718008077993","http://dx.doi.org/10.1080/00032718008077993",NA,NA,NA,"Chemistry, Analytical",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","IONESCU, MS; COSOFRET, VV; PANAITESCU, T; COSTESCU, M",NA,NA,NA,"IONESCU, MS; COSOFRET, VV; PANAITESCU, T; COSTESCU, M",NA,NA,"DETERMINATION OF INORGANIC AND ORGANIC THIOPHOSPHATES WITH ION-SELECTIVE MEMBRANE ELECTRODES","ANALYTICAL LETTERS PART A-CHEMICAL ANALYSIS",NA,NA,NA,"Meeting Abstract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"13","9",NA,NA,NA,NA,"R3","R3",NA,NA,NA,NA,NA,NA,"Chemistry, Analytical",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","MATEESCU, MA; CORNOIU, I; SCHELL, HD",NA,NA,NA,"MATEESCU, MA; CORNOIU, I; SCHELL, HD",NA,NA,"SIMULTANEOUS DETERMINATION OF ASSOCIATED ALPHA-AMYLASE AND GLUCOAMYLASE USING CROSS-LINKED AMYLOSE","ANALYTICAL LETTERS PART B-CLINICAL AND BIOCHEMICAL ANALYSIS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"13","18",NA,NA,NA,NA,"1567","1577",NA,"10.1080/00032718008055736","http://dx.doi.org/10.1080/00032718008055736",NA,NA,NA,"Biochemical Research Methods; Biochemistry & Molecular Biology; Chemistry, Analytical",NA,"Biochemistry & Molecular Biology; Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","OPREA, CV; POPA, M",NA,NA,NA,"OPREA, CV; POPA, M",NA,NA,"MECHANOCHEMICALLY INITIATED POLYMERIZATIONS - CHARACTERIZATION OF POLY(ACRYLONITRILE) MECHANOCHEMICALLY SYNTHESIZED BY VIBRATORY GRINDING","ANGEWANDTE MAKROMOLEKULARE CHEMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"92","DEC",NA,NA,NA,NA,"73","88",NA,"10.1002/apmc.1980.050920107","http://dx.doi.org/10.1002/apmc.1980.050920107",NA,NA,NA,"Polymer Science",NA,"Polymer Science",NA,NA,NA,NA,NA,NA,NA
"J","OPREA, CV; POPA, M",NA,NA,NA,"OPREA, CV; POPA, M",NA,NA,"MECHANOCHEMICALLY INITIATED POLYMERIZATIONS .2. INFLUENCE OF SOME FACTORS ON THE MECHANOCHEMICAL HOMOPOLYMERIZATION OF ACRYLONITRILE BY VIBRATORY MILLING","ANGEWANDTE MAKROMOLEKULARE CHEMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"90","OCT",NA,NA,NA,NA,"13","22",NA,"10.1002/apmc.1980.050900102","http://dx.doi.org/10.1002/apmc.1980.050900102",NA,NA,NA,"Polymer Science",NA,"Polymer Science",NA,NA,NA,NA,NA,NA,NA
"J","NEAMTU, G; AIRINEI, A; BRUMA, M",NA,NA,NA,"NEAMTU, G; AIRINEI, A; BRUMA, M",NA,NA,"STUDY OF THE STABILITY OF SOME IMIDE TYPE POLYMERS IN ALKALINE-MEDIUM","ANGEWANDTE MAKROMOLEKULARE CHEMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"90","OCT",NA,NA,NA,NA,"37","45",NA,"10.1002/apmc.1980.050900104","http://dx.doi.org/10.1002/apmc.1980.050900104",NA,NA,NA,"Polymer Science",NA,"Polymer Science",NA,NA,NA,NA,NA,NA,NA
"J","PAPP, E",NA,NA,NA,"PAPP, E",NA,NA,"SPACE-DISPERSION APPROACH TO THE EXPLANATION OF THE HIGGS-MECHANISM","ANNALEN DER PHYSIK",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"37","3",NA,NA,NA,NA,"161","170",NA,NA,NA,NA,NA,NA,"Physics, Multidisciplinary",NA,"Physics",NA,NA,NA,NA,NA,NA,NA
"J","ZBRANCATOPORAS, E; PENCEA, V; MIRTU, D; COVIC, M",NA,NA,NA,"ZBRANCATOPORAS, E; PENCEA, V; MIRTU, D; COVIC, M",NA,NA,"CLINICAL AND GENETIC-STUDY OF THE OLFACTO-GENITAL SYNDROME - 6 CASES","ANNALES D ENDOCRINOLOGIE",NA,NA,NA,"Meeting Abstract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"41","5",NA,NA,NA,NA,"C5","C5",NA,NA,NA,NA,NA,NA,"Endocrinology & Metabolism",NA,"Endocrinology & Metabolism",NA,NA,NA,NA,NA,NA,NA
"J","LEUCUTA, S; NEAMTU, M",NA,NA,NA,"LEUCUTA, S; NEAMTU, M",NA,NA,"PHYSICOCHEMICAL STUDY OF HYDROPHYL SOLID DISPERSIONS OF PHENOBARBITAL","ANNALES PHARMACEUTIQUES FRANCAISES",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"38","5",NA,NA,NA,NA,"411","420",NA,NA,NA,NA,NA,NA,"Pharmacology & Pharmacy",NA,"Pharmacology & Pharmacy",NA,NA,NA,NA,NA,NA,NA
